Last,First,Team,RateAssist,RateCDefence,RateClearing,RateCoincidentalMinor,RateCRank,RateCShotPct,RateCShotPlus,RateFaceoff,RateFight,RateForechecking,RateGameFatigue,RateGameMisconduct,RateGRank,RateGrossMisconduct,RateHiddenGoalScored,RateHiddenSaveClear,RateHiddenSaveFaceoff,RateHiddenSaveRebound,RateHiddenShotDefender,RateHiddenShotDeflected,RateHiddenShotOnGoal,RateHiddenShotWide,RateInactive,RateInjuryFactor,RateIntimidation,RateLDDefence,RateLDRank,RateLDShotPct,RateLDShotPlus,RateLWDefense,RateLWRank,RateLWShotPct,RateLWShotPlus,RateMajor,RateMatch,RateMinor,RateMisconduct,RatePassing,RatePenaltyKilling,RatePhysical,RatePosition,RateRDDefence,RateRDRank,RankRDShotPct,RateRDShotPlus,RateRock,RateRookie,RateRwDefence,RateRWRank,RateRWShotPct,RateRWShotPlus,RateSDefence,RateShiftFatigue,RateShotBlocking,RateSkating,RateSpeed,RateSShotPct,RateSShotPlus,RealAssists,RealBlockedShots,RealCornersLost,RealCornersWon,RealCurrentPointStreak,RealEmptyNetGoals,RealFaceoffsLost,RealFaceoffsWon,RealFightsLost,RealFightsTied,RealFightsWon,RealGAA,RealGamesPlayed,RealGameTyingGoals,RealGameWinningGoals,RealGoals,RealGoalsAgainst,RealHits,RealLongestPointStreak,RealLosses,RealMinutes,RealPassesCompleted,RealPassesIncomplete,RealPenaltyMinutes,RealPlusMinus,RealPoints,RealPowerplayGoals,RealSavePct,RealSaves,RealShorthandedGoals,RealShotsOnGoal,RealShutouts,RealTies,RealWins,SimAssists,SimAssistsLastGame,SimBlockedShots,SimCoincidentalMinors,SimCornersLost,SimCornersWon,SimCurrentPointStreak,SimDaysInjured,SimEmptyNetGoals,SimFaceoffsLost,SimFaceoffsWon,SimFights,SimFightsLost,SimFightsTied,SimFightsWon,SimGAA,SimGameMisconducts,SimGamesPlayed,SimGameTyingGoals,SimGameWinningGoals,SimGoals,SimGoalsAgainst,SimGoalsLastGame,SimGrossMisconducts,SimHits,SimLongestPointStreak,SimLosses,SimMajors,SimMatches,SimMinors,SimMinutes,SimMisconducts,SimPassesCompleted,SimPassesIncomplete,SimPenaltiesInMinutes,SimPlusMinus,SimPoints,SimPowerPlayGoals,SimSavePct,SimSaves,SimShorthandedGoals,SimShotsOnGoal,SimShutouts,SimTies,SimWins,Unused1,Unused2,Unused3,Unused4,Unused5,Unused6
Lindstrom,Gustav,DET,38,0,3,0,,0,0,0,0,0,960,0,,0,86,3,0,10,31,17,33,18,0,19,2,0,,0,0,0,,0,0,0,0,1,0,3,0,3,RD,2,1,5,5,0,N,0,,0,0,0,120,1,3,3,5,5,12,77,0,0,0,0,0,0,0,0,0,0,63,0,0,1,0,59,0,0,1015,0,0,22,-12,13,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Luostarinen,Eetu,FLA,19,3,0,0,1,21,41,1,0,5,810,0,,0,86,3,0,10,30,15,40,14,0,4,2,0,,0,0,0,,0,0,0,0,1,0,3,1,4,C,0,,0,0,0,N,0,,0,0,0,90,1,4,3,21,41,17,46,0,0,0,0,481,321,0,0,0,0,78,0,4,9,0,103,0,0,1048,0,0,12,1,26,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Zetterlund,Fabian,NJD,999,0,0,0,,0,0,0,0,1,795,0,,0,86,3,0,10,0,0,255,0,0,68,2,0,,0,0,0,,0,0,0,0,0,0,3,0,2,RW,0,,0,0,0,Y,2,1,17,41,0,90,0,2,2,17,17,5,7,0,0,0,0,1,2,0,0,0,0,14,0,0,3,0,16,0,0,187,0,0,0,5,8,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Bryson,Jacob,BUF,3,0,2,0,,0,0,0,0,0,1095,0,,0,86,3,0,10,35,23,15,26,0,9,1,3,1,5,1,0,,0,0,0,0,1,0,4,0,2,LD,3,2,5,1,0,N,0,,0,0,0,120,0,4,3,5,1,9,73,0,0,0,0,0,0,0,0,0,0,73,0,0,1,0,55,0,0,1338,0,0,12,-9,10,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Bemstrom,Emil,CBJ,27,0,0,0,,0,0,0,0,3,630,0,,0,86,3,0,10,12,9,77,1,0,41,2,0,,0,0,2,2,19,56,0,0,1,0,3,0,2,RW,0,,0,0,0,N,2,1,19,56,0,90,0,4,4,19,56,5,6,0,0,0,0,2,2,0,0,0,0,41,0,1,6,0,36,0,0,431,0,0,4,-1,11,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Batherson,Drake,OTT,269,0,0,0,,0,0,1,0,3,1140,0,,0,86,3,0,10,7,4,87,1,0,36,3,0,,0,0,0,,0,0,0,0,2,983,4,0,4,RW,0,,0,0,0,N,3,1,31,67,0,90,0,4,4,31,31,27,15,0,0,0,0,25,18,0,0,0,0,46,0,3,17,0,89,0,0,871,0,0,32,4,44,3,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Peterson,Jacob,DAL,2,2,0,0,2,28,58,2,0,2,660,0,,0,86,3,0,10,29,15,44,11,0,17,1,0,,0,0,2,1,28,58,0,0,1,0,3,0,1,LW,0,,0,0,0,Y,0,,0,0,0,90,0,3,4,28,58,5,23,0,0,0,0,56,59,0,0,0,0,65,0,5,12,0,22,0,0,719,0,0,12,-1,17,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
N.Cates,Noah,PHI,157,0,0,0,,0,0,0,0,2,795,0,,0,86,3,0,10,16,6,71,6,0,66,1,0,,0,0,3,1,43,99,0,0,1,0,3,0,3,LW,0,,0,0,0,Y,0,,0,0,0,90,0,2,3,43,99,4,6,0,0,0,0,7,0,0,0,0,0,16,0,1,5,0,21,0,0,212,0,0,4,4,9,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
SJ.Aho,Sebastian J.,NYI,81,0,1,0,,0,0,0,0,0,990,0,,0,86,3,0,10,18,8,65,8,0,46,2,2,1,12,81,0,,0,0,0,0,1,0,3,0,2,LD,0,,0,0,0,Y,0,,0,0,0,120,0,2,3,12,81,10,42,0,0,0,0,0,0,0,0,0,0,36,0,0,2,0,32,0,0,592,0,0,10,-6,12,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Studenic,Marian,NJD,0,0,0,0,,0,0,0,0,2,705,0,,0,86,3,0,10,19,10,63,7,0,65,1,0,,0,0,2,1,8,33,0,0,0,0,2,0,2,LW,0,,0,0,0,Y,2,2,8,33,0,90,1,3,3,8,33,0,10,0,0,0,0,3,1,0,0,0,0,17,0,0,1,0,12,0,0,201,0,0,0,-6,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Studenic,Marian,DAL,59,0,0,0,,0,0,0,0,2,630,0,,0,86,3,0,10,21,14,58,6,0,66,1,0,,0,0,2,1,11,13,0,0,3,0,2,0,2,LW,0,,0,0,0,Y,2,2,11,13,0,90,1,3,3,11,13,2,5,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,13,0,0,167,0,0,6,-1,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Toropchenko,Alexei,STL,0,0,0,2,,0,0,0,3,2,645,0,,0,86,3,0,10,20,10,61,8,0,54,4,0,,0,0,3,2,9,20,0,0,1,0,2,0,5,RW,0,,0,0,0,Y,3,1,9,20,0,90,2,2,3,9,20,0,21,0,0,0,0,2,1,0,1,0,0,28,0,0,2,0,69,0,0,300,0,0,15,-9,2,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Barron,Morgan,WPG,155,2,0,0,2,17,51,1,0,2,645,0,,0,86,3,0,10,0,0,110,0,0,68,2,0,,0,0,2,1,17,51,0,0,2,0,2,0,4,LW,0,,0,0,0,Y,0,,0,0,0,90,0,2,2,17,51,2,5,0,0,0,0,7,5,0,0,0,0,14,0,0,2,0,21,0,0,149,0,0,4,-3,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Barron,Morgan,NYR,29,2,0,0,2,0,0,2,0,2,540,0,,0,86,3,0,10,29,13,46,11,0,69,2,0,,0,0,2,1,0,0,0,0,2,0,2,0,4,LW,0,,0,0,0,Y,0,,0,0,0,90,0,2,2,0,0,1,3,0,0,0,0,17,25,0,0,0,0,13,0,0,0,0,28,0,0,116,0,0,4,-1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Meyer,Carson,CBJ,166,0,0,4,,0,0,0,0,2,495,0,,0,86,3,0,10,13,8,78,0,0,69,2,0,,0,0,0,,0,0,0,0,2,0,1,0,5,RW,0,,0,0,0,Y,2,1,15,52,0,90,0,2,3,15,15,2,2,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,27,0,0,107,0,0,6,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
G.Hutton,Grant,NYI,0,0,2,0,,0,0,0,0,0,855,0,,0,86,3,0,10,15,11,71,2,0,66,1,0,,0,0,0,,0,0,0,0,1,0,1,0,4,RD,1,1,9,76,0,N,0,,0,0,0,120,0,1,2,9,76,0,12,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,15,0,0,227,0,0,4,-1,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Dries,Sheldon,VAN,1,2,0,0,2,24,71,1,0,1,615,0,,0,86,3,0,10,21,8,63,7,0,71,1,0,,0,0,2,1,24,71,0,0,0,0,2,0,3,LW,0,,0,0,0,N,2,3,24,71,0,90,1,2,2,24,71,1,6,0,0,0,0,14,7,0,0,0,0,11,0,1,2,0,9,0,0,113,0,0,0,-3,3,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Kastelic,Mark,OTT,25,2,0,0,1,36,89,5,135,2,555,0,,0,86,3,0,10,29,13,44,13,0,66,2,0,,0,0,0,,0,0,0,0,1,0,1,0,5,C,0,,0,0,0,Y,0,,0,0,0,90,2,2,2,36,89,2,10,0,0,0,0,50,70,0,2,0,0,16,0,1,2,0,51,0,0,147,0,0,14,-1,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Durzi,Sean,LAK,71,0,3,0,,0,0,0,2,0,1170,0,,0,86,3,0,10,15,8,74,2,0,18,2,0,,0,0,0,,0,0,0,0,3,0,4,0,3,RD,2,1,5,4,0,Y,0,,0,0,0,120,2,3,3,5,4,24,121,0,0,0,0,0,0,0,3,0,0,64,0,0,3,0,74,0,0,1254,0,0,55,-9,27,2,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
K.Reichel,Kristian,WPG,9,0,0,0,,0,0,0,15,1,630,0,,0,86,3,0,10,20,12,61,6,0,69,1,0,,0,0,0,,0,0,0,0,1,0,2,0,3,RW,0,,0,0,0,Y,2,1,11,29,0,90,2,2,3,11,11,1,10,0,0,0,0,0,1,0,1,0,0,13,0,0,1,0,14,0,0,135,0,0,7,-2,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Kelly,Parker,OTT,43,0,0,1,,0,0,0,3,3,630,999,,0,86,3,0,10,19,7,63,10,0,41,4,0,,0,0,3,1,29,66,8,0,3,999,2,0,5,LW,0,,0,0,0,Y,3,2,29,66,0,90,2,2,2,29,66,5,30,0,0,0,0,2,0,0,1,0,0,41,0,0,7,0,131,0,0,434,0,0,60,-4,12,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
P.Suter,Pius,DET,34,3,0,1,1,18,39,3,0,2,1020,0,,0,86,3,0,10,21,11,61,6,0,0,1,0,,0,0,0,,0,0,0,0,1,0,3,1,1,C,0,,0,0,0,N,0,,0,0,0,90,0,4,4,18,39,21,37,0,0,0,0,509,495,0,0,0,0,82,0,3,15,0,24,0,0,1388,0,0,22,-11,36,0,0,0,1,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Whitecloud,Zach,VGK,14,0,3,0,,0,0,0,0,0,1125,0,,0,86,3,0,10,22,12,60,5,0,23,2,0,,0,0,0,,0,0,0,0,1,0,3,0,4,RD,4,1,17,76,0,N,0,,0,0,0,120,2,2,3,17,76,11,115,0,0,0,0,0,0,0,0,0,0,59,0,1,8,0,98,0,0,1109,0,0,20,21,19,0,0,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Sherwood,Kiefer,COL,37,0,0,0,,0,0,0,0,1,510,0,,0,86,3,0,10,23,12,55,9,0,71,1,0,,0,0,0,,0,0,0,0,0,0,1,0,3,RW,0,,0,0,0,N,2,1,22,78,0,90,1,3,2,22,22,1,4,0,0,0,0,0,1,0,0,0,0,11,0,1,1,0,12,0,0,94,0,0,0,3,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
E.Robinson,Eric,CBJ,157,0,0,3,,0,0,0,0,3,840,0,,0,86,3,0,10,4,4,91,0,0,15,3,0,,0,0,3,1,19,43,0,0,1,0,3,1,3,LW,0,,0,0,0,N,0,,0,0,0,90,0,4,4,19,43,17,20,0,0,0,0,2,2,0,0,0,0,67,0,1,10,0,95,0,0,931,0,0,18,-1,27,0,0,0,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Wahlstrom,Oliver,NYI,6,0,0,5,,0,0,0,2,2,720,0,,0,86,3,0,10,12,8,76,3,0,9,2,0,,0,0,0,,0,0,0,0,2,808,3,0,3,RW,0,,0,0,0,N,2,1,17,36,0,90,0,4,4,17,17,11,19,0,0,0,0,8,6,0,2,0,0,73,0,2,13,0,101,0,0,880,0,0,74,-6,24,5,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Fehervary,Martin,WSH,1,0,3,1,,0,0,0,0,0,1185,0,,0,86,3,0,10,33,17,33,16,0,3,4,4,1,17,49,0,,0,0,0,0,1,0,3,0,5,LD,0,,0,0,0,Y,0,,0,0,0,120,1,4,3,17,49,9,117,0,0,0,0,0,0,0,0,0,0,79,0,2,8,0,251,0,0,1553,0,0,26,15,17,0,0,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Farabee,Joel,PHI,76,3,0,2,2,29,62,1,2,4,1050,0,,0,86,3,0,10,19,10,62,8,0,19,3,0,,0,0,3,1,29,62,0,0,1,101,4,0,3,LW,0,,0,0,0,N,0,,0,0,0,90,0,4,4,29,62,17,38,0,0,0,0,102,41,0,2,0,0,63,0,1,17,0,73,0,0,1108,0,0,50,-11,34,1,0,0,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Kurashev,Philipp,CHI,457,0,0,0,,0,0,1,0,3,765,0,,0,86,3,0,10,15,9,70,5,0,15,1,0,,0,0,3,1,14,27,0,0,1,0,3,0,1,LW,0,,0,0,0,N,3,2,14,27,0,90,0,4,4,14,27,15,30,0,0,0,0,70,51,0,0,0,0,67,0,1,6,0,31,0,0,861,0,0,12,-16,21,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Q.Hughes,Quinn,VAN,692,0,1,0,,0,0,0,0,0,1515,0,,0,86,3,0,10,0,0,255,0,0,6,1,2,1,11,11,0,,0,0,0,0,1,0,5,0,1,LD,0,,0,0,0,N,0,,0,0,0,120,0,5,5,11,11,60,56,0,0,0,0,0,0,0,0,0,0,76,0,1,8,0,19,0,0,1919,0,0,28,10,68,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
B.Tkachuk,Brady,OTT,68,0,0,5,,0,0,2,5,5,1125,0,,0,86,3,0,10,20,7,68,4,0,3,5,0,,0,0,4,1,21,32,0,0,2,68,4,0,5,LW,0,,0,0,1,N,0,,0,0,0,90,0,4,3,21,32,37,25,0,0,0,0,217,218,0,5,0,0,79,0,3,30,0,270,0,0,1485,0,0,117,-7,67,9,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
R.McLeod,Ryan,EDM,23,3,0,1,1,22,53,2,0,3,765,0,,0,86,3,0,10,26,14,50,9,0,11,1,0,,0,0,3,2,22,53,0,0,1,0,3,0,1,C,0,,0,0,0,Y,0,,0,0,0,90,0,4,3,22,53,12,25,0,0,0,0,277,248,0,0,0,0,71,0,1,9,0,28,0,0,906,0,0,12,-2,21,2,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Bouchard,Evan,EDM,49,0,3,0,,0,0,0,0,0,1185,0,,0,86,3,0,10,3,0,96,0,0,1,3,0,,0,0,0,,0,0,0,0,2,0,4,0,3,RD,3,1,12,24,0,N,0,,0,0,0,120,0,4,3,12,24,31,112,0,0,0,0,0,0,0,0,0,0,81,0,1,12,0,80,0,0,1604,0,0,28,10,43,2,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Lundestrom,Isac,ANA,16,3,0,0,1,39,76,2,0,4,930,0,,0,86,3,0,10,31,18,32,18,0,2,1,0,,0,0,0,,0,0,0,0,1,0,3,1,1,C,0,,0,0,0,N,0,,0,0,0,90,1,4,4,39,76,13,55,0,0,0,0,488,391,0,0,0,0,80,0,3,16,0,38,0,0,1239,0,0,8,-3,29,0,0,0,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Samuelsson,Mattias,BUF,46,0,3,0,,0,0,0,0,0,1200,0,,0,86,3,0,10,26,16,43,14,0,40,3,4,1,0,0,0,,0,0,0,0,1,0,3,0,4,LD,0,,0,0,0,Y,0,,0,0,0,120,0,2,2,0,0,10,60,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,100,0,0,840,0,0,16,-10,10,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Veleno,Joe,DET,1,2,0,1,1,22,42,3,0,3,795,0,,0,86,3,0,10,38,13,29,19,0,16,3,0,,0,0,2,2,22,42,0,0,1,0,3,0,4,C,0,,0,0,0,Y,0,,0,0,0,90,0,4,4,22,42,7,25,0,0,0,0,238,222,0,0,0,0,66,0,0,8,0,123,0,0,872,0,0,22,-14,15,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
K.Miller,K'Andre,NYR,1,0,4,0,,0,0,0,0,0,1230,0,,0,86,3,0,10,31,19,32,17,0,0,4,4,1,14,16,0,,0,0,0,0,1,0,4,0,4,LD,0,,0,0,0,N,0,,0,0,0,120,0,4,3,14,16,13,95,0,0,0,0,0,0,0,0,0,0,82,0,2,7,0,151,0,0,1690,0,0,24,23,20,1,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Zadina,Filip,DET,25,0,0,1,,0,0,0,0,2,855,0,,0,86,3,0,10,20,12,60,7,0,8,2,0,,0,0,2,2,13,27,0,0,1,0,3,0,2,RW,0,,0,0,0,N,2,1,13,27,0,90,0,4,4,13,27,14,34,0,0,0,0,5,5,0,0,0,0,74,0,1,10,0,57,0,0,1049,0,0,10,-24,24,4,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Kotkaniemi,Jesperi,CAR,72,1,0,5,1,30,54,3,2,2,720,0,,0,86,3,0,10,25,11,53,10,0,16,2,0,,0,0,1,2,30,54,0,0,2,243,4,0,3,C,0,,0,0,0,N,0,,0,0,0,90,0,4,3,30,54,17,15,0,0,0,0,168,176,0,1,0,0,66,0,3,12,0,74,0,0,794,0,0,37,3,29,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
A.Svechnikov,Andrei,CAR,148,0,0,5,,0,0,0,1,2,1035,0,,0,86,3,0,10,11,8,79,1,0,4,3,0,,0,0,3,1,24,53,0,0,7,0,4,0,4,LW,0,,0,0,0,N,0,,0,0,0,90,0,4,4,24,53,39,15,0,0,0,0,6,0,0,1,0,0,78,0,5,30,0,189,0,0,1346,0,0,79,19,69,9,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Regula,Alec,CHI,0,0,2,5,,0,0,0,0,0,1065,0,,0,86,3,0,10,30,16,41,12,0,67,2,0,,0,0,0,,0,0,0,0,2,0,1,0,3,RD,2,1,11,88,0,Y,0,,0,0,0,120,1,2,2,11,88,0,21,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,21,0,0,268,0,0,12,-1,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Dahlin,Rasmus,BUF,81,0,3,2,,0,0,0,0,0,1440,0,,0,86,3,0,10,10,5,80,4,0,2,2,4,1,15,59,0,,0,0,0,0,2,0,5,0,4,LD,0,,0,0,0,N,0,,0,0,0,120,0,4,4,15,59,40,91,0,0,0,0,0,0,0,0,0,0,80,0,3,13,0,121,0,0,1921,0,0,68,-22,53,3,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Kupari,Rasmus,LAK,20,2,0,1,1,20,44,1,0,2,705,0,,0,86,3,0,10,32,14,39,14,0,25,2,0,,0,0,0,,0,0,0,0,1,0,3,0,3,C,0,,0,0,0,Y,2,2,20,44,0,90,0,3,3,20,44,8,17,0,0,0,0,174,129,0,0,0,0,57,0,1,5,0,68,0,0,673,0,0,18,-5,13,1,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
