Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season,CorsiFor,CorsiAgainst,CorsiForPerc,CorsiForPercRel,FenwickF,FenwickA,FenwickPerc,FenwickPercRel,TeamOnIceShootPerc,TeamOnIceSavePerc,ShootPercPlusSavePerc,OZoneStartPerc,DZoneStartPerc,ATOIEV,TakeAways,GiveAways,EPlusMin,ShotAttempts,ShotThruPerc,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,ShiftLength,CorsiForRelES,GFPer60,GAPer60,ATOIPP,PPCorsiPercRel,PPGFPer60,PPGAPer60,ATOISH,CorsiForRelSH,SHFPPer60,SHGAPer60
Corey Perry,35,MTL,RW,49,9,12,21,-4,39,1.9,8,1,0,1,6,6,0,62,14.5,673,13:44,15,56,0,6,0.0,perryco01,20-21,514,459,52.8,-1.7,366,346,51.4,-2.0,6.8,90.9,97.7,60.7,39.3,11:33,15,16,3.0,109.0,56.9,8,0.18,0.24,0.43,0.17,1.27,14,18,32,13,32,14,23,0,21.2,18.3,3.0,1.3,0.6,1.9,1.0,0:42,-1.7,1.9,2.3,2:08,-1.0,8.0,0.6,0:01,34.0,0.0,0.0
Brett Pesce,26,CAR,D,55,4,21,25,14,20,5.4,3,1,0,0,17,4,0,89,4.5,1254,22:48,82,17,0,0,,pescebr01,20-21,968,834,53.7,0.0,728,638,53.3,-0.2,8.8,93.0,101.8,46.7,53.3,18:48,21,26,2.6,231.0,38.5,8,0.07,0.38,0.45,0.14,1.62,6,31,37,12,55,7,47,14,40.9,38.3,2.6,1.4,3.9,5.4,,0:56,0.0,2.6,1.9,0:51,-5.7,8.6,0.0,3:07,-1.5,1.4,4.9
Nic Petan,25,TOR,C,7,0,1,1,-2,4,-0.1,0,0,0,0,1,0,0,8,0.0,72,10:17,2,6,0,0,,petanni01,20-21,51,59,46.4,-2.6,40,48,45.5,-6.6,3.7,91.4,95.1,68.4,31.6,9:31,0,2,-0.4,14.0,57.1,0,0.0,0.14,0.14,0.04,1.14,0,1,1,0,1,0,3,0,2.2,2.6,-0.4,-0.1,0.0,-0.1,,0:41,-2.6,0.9,2.7,0:45,-2.7,0.0,0.0,0:00,,0.0,0.0
Jeff Petry,33,MTL,D,55,12,30,42,6,20,7.2,8,4,0,2,18,11,1,128,9.4,1251,22:44,60,97,0,0,,petryje01,20-21,1014,792,56.1,3.1,754,605,55.5,3.5,9.0,88.4,97.4,52.2,47.8,18:22,10,75,9.2,259.0,49.4,15,0.22,0.55,0.76,0.27,2.33,18,45,63,22,73,18,63,11,41.8,32.6,9.2,4.2,3.0,7.2,,0:42,3.1,2.9,3.0,2:22,-1.4,8.1,0.9,1:55,3.5,3.4,6.2
Elias Pettersson,22,VAN,C,26,10,11,21,0,6,2.6,6,4,0,1,9,1,1,63,15.9,483,18:34,9,11,63,77,45.0,petteel01,20-21,317,308,50.7,2.2,248,243,50.5,2.2,14.5,86.8,101.3,75.1,24.9,14:05,11,13,0.0,126.0,50.0,9,0.38,0.42,0.81,0.34,2.42,15,17,32,13,39,13,26,1,16.5,16.4,0.0,2.0,0.6,2.6,1.0,0:45,2.2,4.1,3.9,4:23,15.2,6.8,0.5,0:04,25.1,28.3,28.3
Marcus Pettersson,24,PIT,D,47,2,7,9,8,22,1.9,2,0,0,0,7,0,0,46,4.3,775,16:29,39,51,0,0,,pettema01,20-21,558,538,50.9,1.5,434,403,51.9,2.6,8.5,94.1,102.5,48.0,52.0,15:27,10,12,1.1,94.0,48.9,3,0.04,0.15,0.19,0.06,0.98,3,10,13,4,29,1,23,3,28.2,27.1,1.1,0.2,1.7,1.9,,0:39,1.5,2.3,1.6,0:14,-26.2,4.3,4.3,0:45,-2.8,0.0,5.2
Matthew Phillips,22,CGY,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,14,14:19,0,0,0,0,,phillma01,20-21,11,10,52.4,-1.6,8,5,61.5,8.9,0.0,100.0,100.0,50.0,50.0,9:03,0,0,-0.6,3.0,66.7,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0.3,0.9,-0.6,0.0,0.0,0.0,,0:43,-1.6,0.0,0.0,1:53,0.0,0.0,0.0,0:00,,0.0,0.0
Alex Pietrangelo,31,VEG,D,41,7,16,23,20,16,5.4,7,0,0,2,11,4,1,126,5.6,1002,24:26,80,28,0,0,,pietral01,20-21,821,748,52.3,-1.7,585,547,51.7,-3.3,12.2,91.5,103.6,54.3,45.7,19:31,23,22,2.3,278.0,45.3,8,0.17,0.39,0.56,0.2,3.07,11,24,35,13,60,8,38,4,35.2,32.9,2.3,1.9,3.5,5.4,,0:47,-1.7,3.8,2.5,2:38,-7.9,4.3,0.5,2:13,0.5,0.7,2.7
Garrett Pilon,22,WSH,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:40,0,0,0,0,,pilonga01,20-21,9,9,50.0,-3.9,6,4,60.0,7.2,0.0,100.0,100.0,66.7,33.3,8:58,1,2,0.1,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.0,0.0,0.0,,0:48,-3.9,0.0,0.0,0:52,26.7,0.0,0.0,0:00,,0.0,0.0
Brian Pinho,25,WSH,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,16,7:49,1,1,8,6,57.1,pinhobr01,20-21,13,13,50.0,5.5,11,10,52.4,11.3,0.0,75.0,75.0,53.3,46.7,7:49,0,0,-0.3,3.0,100.0,0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,0,0,2,0,0.3,0.5,-0.3,0.0,-0.1,-0.1,,0:38,5.5,0.0,7.7,0:00,,,,0:00,,,
Shane Pinto,20,OTT,C,12,1,6,7,6,10,0.8,1,0,0,0,6,0,0,11,9.1,150,12:31,9,11,45,65,40.9,pintosh01,20-21,103,131,44.0,-2.7,76,93,45.0,-0.8,22.2,94.2,116.4,38.8,61.2,10:45,7,3,-0.4,31.0,35.5,2,0.08,0.5,0.58,0.18,0.92,2,9,11,4,11,1,5,1,4.0,4.4,-0.4,0.4,0.4,0.8,,0:38,-2.7,4.7,1.9,0:31,-3.3,9.5,0.0,1:14,-3.3,0.0,4.0
Neal Pionk,25,WPG,D,54,3,29,32,6,20,5.2,2,1,0,0,20,9,0,100,3.0,1187,21:58,74,137,0,0,,pionkne01,20-21,860,865,49.9,2.7,629,639,49.6,2.4,10.4,90.7,101.2,54.2,45.8,19:05,19,44,-5.5,200.0,50.0,9,0.06,0.54,0.59,0.17,1.85,5,43,48,14,68,20,51,8,37.9,43.5,-5.5,2.2,3.0,5.2,,0:43,2.7,2.8,2.4,2:05,5.8,10.4,0.5,0:46,-2.6,0.0,11.7
Brandon Pirri,29,CHI,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,11,11:29,0,0,0,1,0.0,pirribr01,20-21,10,8,55.6,7.6,8,8,50.0,5.9,0.0,75.0,75.0,80.0,20.0,10:35,0,0,-0.8,2.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,2,0,0.8,1.6,-0.8,0.0,-0.1,-0.1,,0:35,7.6,0.0,11.3,0:40,0.0,0.0,0.0,0:00,,,
Rem Pitlick,23,NSH,C,10,0,2,2,3,4,0.1,0,0,0,0,2,0,0,11,0.0,113,11:18,1,8,15,21,41.7,pitlire01,20-21,77,69,52.7,4.4,65,51,56.0,6.8,6.5,97.4,103.9,63.2,36.8,10:29,0,3,0.8,13.0,84.6,1,0.0,0.2,0.2,0.06,1.1,0,3,3,1,3,0,1,0,3.2,2.5,0.8,-0.1,0.2,0.1,,0:41,4.4,1.7,0.6,0:50,3.4,0.0,0.0,0:00,-10.8,0.0,0.0
Tyler Pitlick,29,ARI,C,38,6,5,11,-1,16,0.8,5,0,1,0,4,1,0,56,10.7,622,16:22,41,81,6,9,40.0,pitlity01,20-21,377,419,47.4,-0.1,276,294,48.4,1.7,8.7,91.2,100.0,37.3,62.7,12:18,15,5,-2.0,126.0,44.4,5,0.16,0.13,0.29,0.12,1.47,9,7,16,7,24,7,30,12,15.3,17.3,-2.0,0.0,0.8,0.8,,0:47,-0.1,2.1,2.3,1:55,-1.1,5.7,0.0,2:06,-5.0,0.7,9.0
Austin Poganski,24,STL,RW,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,38,7:34,2,8,0,0,,poganau01,20-21,28,25,52.8,0.1,15,17,46.9,-4.9,10.0,85.7,95.7,57.9,42.1,7:34,2,2,-0.2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2,0,0.7,0.8,-0.2,-0.1,0.0,-0.1,,0:24,0.1,1.6,3.2,0:00,,,,0:00,,0.0,0.0
Brayden Point,24,TBL,C,56,23,25,48,2,11,5.8,17,6,0,6,16,9,0,131,17.6,1032,18:26,18,23,257,263,49.4,pointbr01,20-21,719,657,52.3,0.4,544,491,52.6,0.8,9.5,90.7,100.2,63.3,36.7,14:60,27,11,4.2,213.0,61.5,19,0.41,0.45,0.86,0.35,2.34,35,37,72,29,70,32,37,1,32.7,28.5,4.2,4.5,1.2,5.8,1.0,0:50,0.4,2.7,2.5,3:24,1.4,10.1,0.3,0:00,-15.2,0.0,26.5
Tucker Poolman,27,WPG,D,39,0,1,1,-2,2,0.6,0,0,0,0,1,0,0,50,0.0,714,18:18,49,69,0,0,,poolmtu01,20-21,527,595,47.0,-1.5,387,441,46.7,-2.0,7.1,93.2,100.3,47.6,52.4,16:54,8,34,-6.1,97.0,51.5,0,0.0,0.03,0.03,0.01,1.28,0,1,1,0,20,0,24,3,22.0,28.1,-6.1,-0.8,1.4,0.6,,0:41,-1.5,1.8,1.9,0:02,14.4,0.0,0.0,1:19,-3.0,0.0,3.4
Nate Prosser,34,PHI,D,6,1,1,2,-7,0,-0.2,1,0,0,0,1,0,0,5,20.0,78,13:03,10,3,0,0,,prossna01,20-21,38,50,43.2,-6.4,29,33,46.8,-2.5,9.1,76.0,85.1,76.0,24.0,11:59,0,4,-1.2,9.0,55.6,1,0.17,0.17,0.33,0.13,0.83,2,1,3,1,2,0,6,0,1.6,2.9,-1.2,0.2,-0.4,-0.2,,0:39,-6.4,1.7,5.0,0:10,14.3,0.0,0.0,0:57,3.0,0.0,0.0
Ivan Provorov,24,PHI,D,56,7,19,26,4,28,4.7,7,0,0,2,9,10,0,126,5.6,1400,25:00,106,56,0,0,,provoiv01,20-21,966,943,50.6,-2.7,720,715,50.2,-2.3,11.0,90.0,101.0,45.4,54.6,19:45,5,56,3.6,252.0,50.0,9,0.13,0.34,0.46,0.16,2.25,11,28,39,14,73,16,81,27,43.6,39.9,3.6,1.7,3.0,4.7,1.0,0:40,-2.7,3.1,2.8,2:23,2.6,7.2,0.9,2:52,-4.2,0.0,10.1
Jesse Puljujärvi,22,EDM,RW,55,15,10,25,6,16,3.0,13,2,0,0,8,2,0,115,13.0,832,15:08,20,101,0,3,0.0,puljuje01,20-21,757,665,53.2,6.2,571,499,53.4,6.1,9.9,89.2,99.1,59.4,40.6,13:57,23,30,9.6,179.0,64.2,11,0.27,0.18,0.45,0.2,2.09,23,15,38,17,49,7,39,0,40.3,30.8,9.6,1.8,1.2,3.0,,0:38,6.2,3.3,3.0,1:06,-0.1,6.8,0.0,0:01,-11.7,0.0,0.0
Ryan Pulock,26,NYI,D,56,2,15,17,15,8,4.9,2,0,0,1,14,1,0,121,1.7,1257,22:27,106,97,0,0,,pulocry01,20-21,924,871,51.5,4.2,696,644,51.9,3.7,9.2,92.9,102.1,45.1,54.9,18:58,9,32,14.4,234.0,51.7,5,0.04,0.27,0.3,0.09,2.16,3,22,25,8,53,5,42,9,49.3,34.9,14.4,0.5,4.4,4.9,,0:48,4.2,2.7,1.9,1:54,-0.3,2.8,0.0,1:32,-0.7,0.0,6.3
Mark Pysyk,29,DAL,D,36,3,1,4,6,20,1.7,3,0,0,0,1,0,0,51,5.9,422,11:43,16,36,0,0,,pysykma01,20-21,348,280,55.4,4.3,270,214,55.8,4.8,6.8,94.2,101.0,51.9,48.1,10:50,6,14,6.1,81.0,63.0,2,0.08,0.03,0.11,0.05,1.42,5,1,6,3,15,0,13,4,18.0,11.9,6.1,0.2,1.5,1.7,,0:48,4.3,2.2,1.4,0:02,12.9,0.0,0.0,0:48,11.3,2.1,8.3
Alexander Radulov,34,DAL,RW,11,4,8,12,9,6,1.7,3,1,0,0,3,5,0,25,16.0,196,17:47,5,4,1,1,50.0,radulal01,20-21,152,101,60.1,14.3,115,62,65.0,20.6,14.5,94.6,109.1,66.7,33.3,14:10,3,6,2.5,45.0,55.6,4,0.36,0.73,1.09,0.39,2.27,6,12,18,7,23,12,3,0,5.8,3.2,2.5,1.1,0.6,1.7,1.0,0:48,14.3,4.2,0.8,3:37,5.2,18.2,1.5,0:00,-12.4,0.0,0.0
Brogan Rafferty,25,VAN,D,1,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,1,0.0,14,13:58,1,1,0,0,,raffebr01,20-21,7,12,36.8,7.2,7,9,43.8,6.9,25.0,75.0,100.0,20.0,80.0,11:12,1,1,-0.3,1.0,100.0,0,0.0,1.0,1.0,0.28,1.0,0,2,2,1,1,0,3,1,0.7,0.9,-0.3,0.1,0.0,0.0,,0:45,7.2,5.4,10.7,0:00,,,,2:46,-13.3,0.0,21.7
Michael Raffl,32,TOT,LW,44,4,7,11,-4,33,0.3,4,0,0,3,7,0,0,50,8.0,583,13:15,28,71,32,28,53.3,rafflmi01,20-21,451,392,53.5,2.0,332,292,53.2,2.2,7.0,91.2,98.2,40.4,59.6,11:57,12,8,0.7,,,4,0.09,0.16,0.25,0.09,1.14,7,10,17,7,16,0,28,9,18.6,17.9,0.7,-0.1,0.4,0.3,,0:36,-0.9,2.0,2.6,0:16,-10.7,0.0,0.0,0:58,4.7,0.0,14.3
Rickard Rakell,27,ANA,RW,52,9,19,28,-14,12,2.0,9,0,0,1,15,4,0,144,6.3,927,17:50,16,65,5,10,33.3,rakelri01,20-21,726,689,51.3,3.0,523,523,50.0,2.1,8.9,89.1,98.0,59.6,40.4,15:35,21,23,-0.7,265.0,54.3,10,0.17,0.37,0.54,0.2,2.77,14,28,42,15,38,6,45,0,31.0,31.7,-0.7,1.3,0.7,2.0,2.0,0:42,3.0,2.4,3.1,2:09,-0.9,3.2,1.6,0:01,-14.2,0.0,0.0
Mikko Rantanen,24,COL,RW,52,30,36,66,30,34,9.1,21,9,0,7,21,15,0,177,16.9,1036,19:55,20,26,32,32,50.0,rantami01,20-21,949,559,62.9,6.1,683,411,62.4,6.1,12.6,90.8,103.4,66.2,33.8,15:50,32,16,18.9,310.0,57.1,25,0.58,0.69,1.27,0.49,3.4,46,54,100,40,94,33,30,0,42.6,23.7,18.9,6.8,2.3,9.1,,0:46,6.1,4.4,2.0,4:00,3.9,9.4,0.6,0:01,-11.9,0.0,0.0
Victor Rask,27,MIN,C,54,10,13,23,1,2,2.0,9,1,0,1,8,5,0,53,18.9,780,14:27,10,21,218,262,45.4,raskvi01,20-21,566,581,49.3,4.1,419,429,49.4,2.7,12.0,90.4,102.4,55.6,44.4,12:24,20,24,-0.8,103.0,51.5,9,0.19,0.24,0.43,0.17,0.98,15,19,34,13,51,17,33,0,22.8,23.7,-0.8,1.3,0.7,2.0,1.0,0:40,4.1,3.0,2.7,1:57,-6.1,9.5,1.7,0:02,5.8,0.0,0.0
Michael Rasmussen,21,DET,C,40,3,9,12,-5,26,0.5,3,0,0,1,7,2,0,62,4.8,592,14:48,28,72,134,168,44.4,rasmumi01,20-21,306,463,39.8,-6.9,239,349,40.6,-5.4,11.8,89.2,101.0,50.6,49.4,11:55,7,9,-4.2,94.0,66.0,4,0.08,0.23,0.3,0.1,1.55,5,13,18,6,29,8,30,1,14.8,19.0,-4.2,-0.1,0.6,0.5,,0:41,-6.9,2.6,3.4,2:16,7.1,5.3,1.3,0:35,12.2,0.0,2.5
Jack Rathbone,21,VAN,D,8,1,2,3,1,0,0.6,1,0,0,0,1,1,0,17,5.9,124,15:30,8,9,0,0,,rathbja01,20-21,101,114,47.0,2.8,78,85,47.9,3.4,10.2,90.2,100.3,47.9,52.1,13:17,2,6,-1.1,31.0,54.8,1,0.13,0.25,0.38,0.14,2.13,2,3,5,2,7,1,6,0,5.3,6.4,-1.1,0.3,0.4,0.6,,0:59,2.8,3.4,3.4,1:20,0.0,3.5,0.0,0:03,-11.0,0.0,0.0
Kyle Rau,28,MIN,C,14,0,2,2,-1,9,-0.1,0,0,0,0,2,0,0,15,0.0,134,9:34,15,23,0,0,,rauky01,20-21,84,113,42.6,-1.8,62,77,44.6,-2.1,8.7,91.1,99.8,32.9,67.1,8:36,4,1,-0.1,25.0,60.0,1,0.0,0.14,0.14,0.04,1.07,0,3,3,1,4,0,6,1,3.9,4.0,-0.1,-0.2,0.1,-0.1,,0:47,-1.8,2.0,2.5,0:01,,0.0,0.0,0:53,-4.3,0.0,4.6
Ryan Reaves,34,VEG,RW,37,1,4,5,0,27,0.0,1,0,0,0,4,0,0,26,3.8,367,9:56,15,141,4,9,30.8,reavery01,20-21,317,312,50.4,-3.5,215,227,48.6,-5.9,10.0,91.8,101.8,58.3,41.7,9:51,11,4,-2.5,54.0,48.1,2,0.03,0.11,0.14,0.04,0.7,2,6,8,3,14,0,14,0,12.6,15.0,-2.5,-0.4,0.4,0.0,,0:37,-3.5,2.3,2.3,0:01,,0.0,0.0,0:00,-13.6,0.0,0.0
Alec Regula,20,CHI,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,37,12:23,3,3,0,0,,regulal01,20-21,20,49,29.0,-9.5,12,39,23.5,-14.9,0.0,96.7,96.7,42.9,57.1,11:50,2,2,-1.7,4.0,25.0,0,0.0,0.0,0.0,0.0,0.33,0,0,0,0,0,0,1,0,0.6,2.3,-1.7,0.0,0.0,0.0,,0:54,-9.5,0.0,1.7,0:32,,0.0,0.0,0:00,,,
Mike Reilly,27,TOT,D,55,0,27,27,5,22,4.2,0,0,0,0,23,4,0,98,0.0,1060,19:17,43,70,0,0,,reillmi01,20-21,910,718,55.9,6.7,732,552,57.0,7.6,9.0,89.8,98.8,45.2,54.8,16:31,16,43,6.2,,,7,0.0,0.49,0.49,0.13,1.78,0,40,40,11,55,6,53,11,38.1,31.9,6.2,1.5,2.7,4.2,,0:41,6.1,3.3,1.8,1:08,13.2,2.9,0.0,1:34,12.3,2.6,0.0
Sam Reinhart,25,BUF,C,54,25,15,40,-28,10,4.3,15,10,0,5,9,6,0,130,19.2,1055,19:32,27,15,126,150,45.7,reinhsa01,20-21,759,759,50.0,4.6,597,590,50.3,5.5,8.2,85.7,93.9,60.5,39.5,16:27,17,22,-1.3,215.0,60.5,18,0.46,0.28,0.74,0.33,2.41,38,22,60,27,53,18,66,0,33.3,34.6,-1.3,3.9,0.4,4.3,2.0,0:40,4.6,2.4,4.2,3:02,3.8,6.6,1.5,0:02,15.6,0.0,0.0
Sheldon Rempal,25,CAR,RW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,25,8:18,3,0,0,1,0.0,rempash01,20-21,22,28,44.0,-12.1,20,23,46.5,-11.2,0.0,100.0,100.0,50.0,50.0,8:14,1,1,-0.4,5.0,60.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0.6,1.0,-0.4,-0.1,0.0,0.0,,0:39,-12.1,0.0,0.0,0:00,6.8,,,0:04,,0.0,0.0
Dan Renouf,26,COL,D,18,0,3,3,-1,16,0.3,0,0,0,0,3,0,0,12,0.0,183,10:10,3,20,0,0,,renouda01,20-21,169,136,55.4,-6.9,129,100,56.3,-5.6,7.1,89.6,96.8,38.0,62.0,9:44,1,3,2.0,18.0,66.7,1,0.0,0.17,0.17,0.04,0.67,0,4,4,1,7,0,8,0,7.5,5.4,2.0,0.1,0.3,0.3,,0:50,-6.9,2.4,2.7,0:00,,0.0,0.0,0:23,12.1,0.0,0.0
Tarmo Reunanen,22,NYR,D,4,0,1,1,1,0,0.2,0,0,0,0,1,0,0,5,0.0,53,13:17,5,4,0,0,,reunata01,20-21,35,47,42.7,-0.5,27,32,45.8,5.8,10.5,95.7,106.2,54.2,45.8,13:10,1,0,-0.7,6.0,83.3,0,0.0,0.25,0.25,0.07,1.25,0,1,1,0,2,0,2,1,1.5,2.2,-0.7,0.0,0.2,0.2,,0:34,-0.5,2.3,1.1,0:00,,,,0:06,-17.6,0.0,144.0
Justin Richards,22,NYR,F,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,0.0,10,10:11,1,2,0,0,,richaju01,20-21,7,11,38.9,11.7,6,8,42.9,13.6,16.7,100.0,116.7,37.5,62.5,10:11,1,0,0.1,2.0,100.0,0,0.0,1.0,1.0,0.27,2.0,0,1,1,0,1,0,0,0,0.4,0.3,0.1,0.1,0.1,0.1,,0:32,11.7,5.9,0.0,0:00,,,,0:00,,,
Brad Richardson,35,NSH,C,17,1,3,4,0,4,0.2,1,0,0,1,3,0,0,18,5.6,208,12:16,9,14,76,72,51.4,richabr02,20-21,137,134,50.6,-1.9,112,90,55.4,2.5,7.9,91.2,99.1,36.8,63.2,9:44,4,1,-0.4,27.0,66.7,1,0.06,0.18,0.24,0.08,1.06,2,4,6,2,6,0,15,9,6.2,6.5,-0.4,0.0,0.2,0.2,,0:24,-1.9,2.2,2.2,0:03,10.4,0.0,0.0,2:22,1.9,0.0,13.1
Tobias Rieder,28,BUF,C,44,5,2,7,-9,2,0.2,5,0,0,0,2,0,0,63,7.9,539,12:15,34,21,1,7,12.5,riedeto01,20-21,335,456,42.4,-6.5,265,358,42.5,-5.3,5.2,91.3,96.5,37.3,62.7,10:33,18,2,-4.9,87.0,72.4,3,0.11,0.05,0.16,0.08,1.43,8,3,11,5,12,0,28,6,13.7,18.6,-4.9,-0.2,0.4,0.2,,0:40,-6.5,1.3,2.8,0:01,-87.8,0.0,0.0,1:39,-2.9,1.6,4.9
Morgan Rielly,26,TOR,D,55,5,30,35,11,14,5.4,4,1,0,1,18,11,1,101,5.0,1299,23:37,61,63,0,0,,riellmo01,20-21,983,930,51.4,0.7,768,686,52.8,1.9,11.0,90.7,101.7,57.2,42.8,20:15,19,75,14.7,218.0,46.3,11,0.09,0.55,0.64,0.19,1.84,8,45,53,17,81,21,53,4,55.0,40.3,14.7,2.5,2.9,5.4,,0:49,0.7,3.2,2.4,2:55,-5.1,7.8,1.5,0:24,8.1,2.5,10.2
Juuso Riikola,27,PIT,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,23,11:26,1,5,0,0,,riikoju01,20-21,13,17,43.3,-10.1,8,10,44.4,-12.3,12.5,87.5,100.0,50.0,50.0,8:55,0,0,-0.3,4.0,25.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,1,0,0.5,0.8,-0.3,0.0,0.0,0.0,,0:48,-10.1,3.4,3.4,2:12,0.0,0.0,0.0,0:00,,,
Zac Rinaldo,30,CGY,C,4,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,1,0.0,23,5:50,0,13,0,0,,rinalza01,20-21,20,19,51.3,-5.2,14,14,50.0,-5.6,0.0,91.7,91.7,83.3,16.7,5:48,2,2,-0.2,1.0,100.0,0,0.0,0.0,0.0,0.0,0.25,0,0,0,0,0,0,1,0,0.5,0.7,-0.2,-0.1,0.0,-0.1,,0:34,-5.2,0.0,2.6,0:01,,0.0,0.0,0:00,,0.0,0.0
Rasmus Ristolainen,26,BUF,D,49,4,14,18,-18,36,2.6,3,1,0,0,8,6,0,73,5.5,1092,22:17,68,193,0,0,,ristora01,20-21,644,829,43.7,-4.4,494,680,42.1,-6.0,9.0,90.0,99.0,41.3,58.7,18:10,12,11,-12.4,153.0,47.7,6,0.08,0.29,0.37,0.12,1.49,6,21,27,9,45,12,67,15,28.3,40.6,-12.4,1.0,1.6,2.6,,1:03,-4.4,2.1,3.4,1:49,-6.0,8.1,0.7,2:15,-4.8,1.1,8.0
Brett Ritchie,27,CGY,RW,32,4,4,8,-5,24,0.5,4,0,0,0,4,0,0,36,11.1,364,11:22,6,97,3,6,33.3,ritchbr01,20-21,294,265,52.6,-2.2,228,209,52.2,-3.0,6.6,90.7,97.3,49.3,50.7,11:02,6,9,-2.9,77.0,46.8,3,0.13,0.13,0.25,0.1,1.13,6,6,12,5,10,0,14,0,12.2,15.1,-2.9,0.2,0.2,0.5,,0:21,-2.2,1.7,2.4,0:10,8.6,0.0,0.0,0:00,-13.4,0.0,0.0
Nick Ritchie,25,BOS,LW,56,15,11,26,-7,37,2.6,10,5,0,2,7,4,0,121,12.4,861,15:22,17,102,0,4,0.0,ritchni01,20-21,673,572,54.1,-0.1,535,431,55.4,0.3,6.1,91.0,97.1,62.2,37.8,12:36,16,20,6.6,189.0,64.0,11,0.27,0.2,0.46,0.2,2.16,23,16,39,17,44,20,32,0,29.4,22.7,6.6,1.8,0.8,2.6,,0:50,-0.1,2.0,2.3,2:44,4.5,7.8,1.9,0:00,-17.2,0.0,0.0
Jason Robertson,21,DAL,LW,51,17,28,45,13,16,5.6,16,1,0,3,23,5,0,127,13.4,861,16:53,13,28,5,2,71.4,roberja01,20-21,734,572,56.2,4.2,572,434,56.9,5.8,11.5,89.8,101.4,66.3,33.7,14:42,19,28,13.9,205.0,62.4,17,0.33,0.55,0.88,0.33,2.49,26,42,68,26,62,12,35,0,37.9,24.0,13.9,4.0,1.5,5.6,4.0,0:46,4.2,4.0,2.6,2:12,4.1,6.5,1.1,0:00,,0.0,0.0
Nicholas Robertson,19,TOR,LW,6,0,1,1,1,0,0.0,0,0,0,0,1,0,0,9,0.0,57,9:26,2,3,0,0,,roberni01,20-21,42,40,51.2,-5.0,29,26,52.7,-2.5,10.0,94.1,104.1,44.0,56.0,8:32,1,1,0.7,18.0,50.0,0,0.0,0.17,0.17,0.04,1.5,0,1,1,0,2,0,2,1,1.7,1.0,0.7,-0.1,0.1,0.0,,0:35,-5.0,2.3,1.2,0:44,10.4,0.0,0.0,0:07,-16.7,0.0,66.7
Buddy Robinson,29,CGY,RW,9,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,6,0.0,64,7:08,0,14,1,2,33.3,robinbu01,20-21,58,46,55.8,2.8,38,35,52.1,-1.2,4.2,95.7,99.8,63.9,36.1,7:08,4,2,-0.1,13.0,46.2,0,0.0,0.0,0.0,0.0,0.67,0,0,0,0,1,0,1,0,1.3,1.4,-0.1,-0.2,0.1,-0.1,,0:47,2.8,0.9,0.9,0:00,15.2,0.0,0.0,0:00,,,
Eric Robinson,25,CBJ,LW,56,8,10,18,6,4,1.8,7,0,1,2,10,0,0,75,10.7,694,12:24,16,94,3,3,50.0,robiner01,20-21,539,531,50.4,4.9,407,401,50.4,4.3,8.6,92.6,101.1,47.4,52.6,11:21,15,18,-3.1,137.0,54.7,7,0.14,0.18,0.32,0.12,1.34,12,15,27,11,27,0,27,6,20.6,23.7,-3.1,0.7,1.1,1.8,,0:38,4.9,2.5,2.0,0:02,17.0,0.0,0.0,0:59,7.8,1.1,6.5
